fundo	parcela	lote	producto	dosis	volumen	area	toneladas
Mar Verde	PARCELA 34	L1072	DOGMA	0.501	800	2.27	26.55824259
Mar Verde	PARCELA 34	L1072	EMACTIN 5% SG	0.8005	2000	1.8	26.55824259
Mar Verde	PARCELA 34	L1072	EMBATE 480 SL	0.534	53.43	2.27	26.55824259
Mar Verde	PARCELA 34	L1072	EPINGLE 10 EC	2	2000	2.27	26.55824259
Mar Verde	PARCELA 34	L1072	ESENFOL CaB ZINC	3	800	2.27	26.55824259
Mar Verde	PARCELA 34	L1072	FAST THRU	0.267090909	1781.818182	11.35	26.55824259
Mar Verde	PARCELA 34	L1072	GF-120	1.60025	752.5	4.55	26.55824259
Mar Verde	PARCELA 34	L1072	GLADIADOR	1.911111111	1911.111111	9.08	26.55824259
Mar Verde	PARCELA 34	L1072	HIPOCLORITO SODIO 5%	0.077823529	1741.176471	17.69	26.55824259
Mar Verde	PARCELA 34	L1072	KELPURA	3	600	2.27	26.55824259
Mar Verde	PARCELA 34	L1072	KEYLATE BORO	2	800	2.27	26.55824259
Mar Verde	PARCELA 34	L1072	LICTHOR	4	100	4.54	26.55824259
Mar Verde	PARCELA 34	L1072	MAXI COVER	0.18905	1260	42.88	26.55824259
Mar Verde	PARCELA 34	L1072	MICROCAT ZINC	0.6	800	2.27	26.55824259
Mar Verde	PARCELA 34	L1072	PHYLGREEN	2	800	2.27	26.55824259
Mar Verde	PARCELA 34	L1072	POTENSIL	2	2000	6.81	26.55824259
Mar Verde	PARCELA 34	L1072	ROBUST 5 SC	3	600	2.27	26.55824259
Mar Verde	PARCELA 34	L1072	SHAOLIN	0.8	1000	2.27	26.55824259
Mar Verde	PARCELA 34	L1072	TACHIGAREN	2	100	4.54	26.55824259
Mar Verde	PARCELA 34	L1072	TRONKAL	0.5	1000	2.27	26.55824259
Mar Verde	PARCELA 34	L1073	ACAPROX	3	2000	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	ACARISIL 110 SC	0.6	2000	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	ALG MARINA	3	800	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	ALGASIL	1	933.3333333	2.57	25.73503982
Mar Verde	PARCELA 34	L1073	AMINOTERRA	3	1000	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	ARGENFRUT	18	1800	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	BAMECTIN	1.500125	2000	7.02	25.73503982
Mar Verde	PARCELA 34	L1073	BIOIL-S/ENHANCE	20	2000	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	BONUM	0.7125	950	4.68	25.73503982
Mar Verde	PARCELA 34	L1073	BTK-CROPS	4	2000	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	CALCI-B	3	800	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	CHUNGAR	1.8	1800	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	CITOBLOOM 2.4	1	800	7.02	25.73503982
Mar Verde	PARCELA 34	L1073	CROPS CANELA	1.488529412	1905.882353	16.38	25.73503982
Mar Verde	PARCELA 34	L1073	DOGMA	0.501	800	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	EMACTIN 5% SG	0.8005	2000	1.8	25.73503982
Mar Verde	PARCELA 34	L1073	EMBATE 480 SL	0.534	53.43	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	EPINGLE 10 EC	2	2000	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	ESENFOL CaB ZINC	3	800	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	FAST THRU	0.267090909	1781.818182	11.7	25.73503982
Mar Verde	PARCELA 34	L1073	GF-120	1.600714286	1144.571429	4.1	25.73503982
Mar Verde	PARCELA 34	L1073	GLADIADOR	1.911111111	1911.111111	9.36	25.73503982
Mar Verde	PARCELA 34	L1073	HIPOCLORITO SODIO 5%	0.077823529	1741.176471	18.18	25.73503982
Mar Verde	PARCELA 34	L1073	KELPURA	3	600	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	KEYLATE BORO	2	800	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	LICTHOR	4	100	4.68	25.73503982
Mar Verde	PARCELA 34	L1073	MAXI COVER	0.18905	1260	44.15	25.73503982
Mar Verde	PARCELA 34	L1073	MICROCAT ZINC	0.6	800	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	PHYLGREEN	2	800	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	POTENSIL	2	2000	7.02	25.73503982
Mar Verde	PARCELA 34	L1073	ROBUST 5 SC	3	600	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	SHAOLIN	0.8	1000	2.34	25.73503982
Mar Verde	PARCELA 34	L1073	TACHIGAREN	2	100	4.68	25.73503982
Mar Verde	PARCELA 34	L1073	TRONKAL	0.5	1000	2.34	25.73503982
Mar Verde	PARCELA 34	L1074	ACAPROX	3	2000	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	ACARISIL 110 SC	0.6	2000	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	ALG MARINA	3	800	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	ALGASIL	1	933.3333333	2.36	24.39732266
Mar Verde	PARCELA 34	L1074	AMINOTERRA	3	1000	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	ARGENFRUT	18	1800	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	BAMECTIN	1.500125	2000	6.42	24.39732266
Mar Verde	PARCELA 34	L1074	BIOIL-S/ENHANCE	20	2000	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	BONUM	0.97	780	6.42	24.39732266
Mar Verde	PARCELA 34	L1074	BTK-CROPS	4	2000	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	CALCI-B	3	800	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	CHUNGAR	1.8	1800	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	CITOBLOOM 2.4	1	800	6.42	24.39732266
Mar Verde	PARCELA 34	L1074	CROPS CANELA	1.488529412	1905.882353	14.98	24.39732266
Mar Verde	PARCELA 34	L1074	DOGMA	0.501	800	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	EMACTIN 5% SG	0.8005	2000	1.84	24.39732266
Mar Verde	PARCELA 34	L1074	EMBATE 480 SL	0.534	53.43	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	EPINGLE 10 EC	2	2000	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	ESENFOL CaB ZINC	3	800	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	FAST THRU	0.267090909	1781.818182	10.7	24.39732266
Mar Verde	PARCELA 34	L1074	GF-120	1.600714286	1144.571429	3.78	24.39732266
Mar Verde	PARCELA 34	L1074	GLADIADOR	1.911111111	1911.111111	8.56	24.39732266
Mar Verde	PARCELA 34	L1074	HIPOCLORITO SODIO 5%	0.077823529	1741.176471	16.82	24.39732266
Mar Verde	PARCELA 34	L1074	KELPURA	3	600	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	KEYLATE BORO	2	800	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	LICTHOR	4	100	6.42	24.39732266
Mar Verde	PARCELA 34	L1074	MAXI COVER	0.18905	1260	40.58	24.39732266
Mar Verde	PARCELA 34	L1074	MICROCAT ZINC	0.6	800	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	PHYLGREEN	2	800	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	POTENSIL	2	2000	6.42	24.39732266
Mar Verde	PARCELA 34	L1074	ROBUST 5 SC	3	600	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	SHAOLIN	0.8	1000	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	TACHIGAREN	2	100	2.14	24.39732266
Mar Verde	PARCELA 34	L1074	TRONKAL	0.5	1000	2.14	24.39732266
Mar Verde	PARCELA 35	L1151	ACAPROX	3	2000	2.08	18.24884731
Mar Verde	PARCELA 35	L1151	ACARISIL 110 SC	0.599	2000	2.15	18.24884731
Mar Verde	PARCELA 35	L1151	ACIDO FOSFORICO 85%	0.1505	2000	2.08	18.24884731
Mar Verde	PARCELA 35	L1151	ALG MARINA	3	800	1.18	18.24884731
Mar Verde	PARCELA 35	L1151	ALGASIL	1	1280	5.06	18.24884731
Mar Verde	PARCELA 35	L1151	AMINOTERRA	3	800	4.16	18.24884731
Mar Verde	PARCELA 35	L1151	ARGENFRUT	18	1800	2.08	18.24884731
Mar Verde	PARCELA 35	L1151	BAMECTIN	1.5	2000	4.16	18.24884731
Mar Verde	PARCELA 35	L1151	BIOIL-S/ENHANCE	20	2000	2.08	18.24884731
Mar Verde	PARCELA 35	L1151	BONUM	0.7	933.3333333	4.16	18.24884731
Mar Verde	PARCELA 35	L1151	CALCI-B	3	800	2.08	18.24884731
Mar Verde	PARCELA 35	L1151	CHUNGAR	1.8	1800	2.08	18.24884731
Mar Verde	PARCELA 35	L1151	CITOBLOOM 2.4	1	800	6.24	18.24884731
Mar Verde	PARCELA 35	L1151	CROPS CANELA	1.591636364	1909.090909	18.72	18.24884731
Mar Verde	PARCELA 35	L1151	DOGMA	0.5005	800	2.08	18.24884731
Mar Verde	PARCELA 35	L1151	EMACTIN 5% SG	0.800666667	2000	2.08	18.24884731
Mar Verde	PARCELA 35	L1151	EMBATE 480 SL	1.43	143	1.78	18.24884731
Mar Verde	PARCELA 35	L1151	EPINGLE 10 EC	2	2000	2.08	18.24884731
Mar Verde	PARCELA 35	L1151	ESENFOL CaB ZINC	3	800	2.08	18.24884731
Mar Verde	PARCELA 35	L1151	FAST THRU	0.2634	1760	8.32	18.24884731
Mar Verde	PARCELA 35	L1151	GF-120	1.6	1002	2.08	18.24884731
Mar Verde	PARCELA 35	L1151	GLADIADOR	1.9	1900	8.32	18.24884731
Mar Verde	PARCELA 35	L1151	HIPOCLORITO SODIO 5%	0.077842105	1747.368421	16.64	18.24884731
Mar Verde	PARCELA 35	L1151	KELPURA	3	600	2.08	18.24884731
Mar Verde	PARCELA 35	L1151	KEYLATE BORO	2	800	2.07	18.24884731
Mar Verde	PARCELA 35	L1151	LICTHOR	4	100	6.24	18.24884731
Mar Verde	PARCELA 35	L1151	MAXI COVER	0.183435897	1225.641026	37.5	18.24884731
Mar Verde	PARCELA 35	L1151	MICROCAT ZINC	0.59975	800	2.07	18.24884731
Mar Verde	PARCELA 35	L1151	POTENSIL	2	2000	6.24	18.24884731
Mar Verde	PARCELA 35	L1151	ROBUST 5 SC	3.6	600	2.08	18.24884731
Mar Verde	PARCELA 35	L1151	ROXICOP	2	1000	2.08	18.24884731
Mar Verde	PARCELA 35	L1151	SHAOLIN	0.8	1000	2.08	18.24884731
Mar Verde	PARCELA 35	L1151	TACHIGAREN	2	100	2.08	18.24884731
Mar Verde	PARCELA 35	L1152	ACAPROX	3	2000	1.88	20.74580625
Mar Verde	PARCELA 35	L1152	ACARISIL 110 SC	0.599	2000	2.15	20.74580625
Mar Verde	PARCELA 35	L1152	ACIDO FOSFORICO 85%	0.1505	2000	1.88	20.74580625
Mar Verde	PARCELA 35	L1152	ALG MARINA	3	800	1.18	20.74580625
Mar Verde	PARCELA 35	L1152	ALGASIL	1	1280	4.46	20.74580625
Mar Verde	PARCELA 35	L1152	AMINOTERRA	3	800	3.76	20.74580625
Mar Verde	PARCELA 35	L1152	ARGENFRUT	18	1800	1.88	20.74580625
Mar Verde	PARCELA 35	L1152	BAMECTIN	1.5	2000	3.76	20.74580625
Mar Verde	PARCELA 35	L1152	BIOIL-S/ENHANCE	20	2000	1.88	20.74580625
Mar Verde	PARCELA 35	L1152	BONUM	0.7	933.3333333	3.76	20.74580625
Mar Verde	PARCELA 35	L1152	CALCI-B	3	800	1.88	20.74580625
Mar Verde	PARCELA 35	L1152	CHUNGAR	1.8	1800	1.88	20.74580625
Mar Verde	PARCELA 35	L1152	CITOBLOOM 2.4	1	800	5.64	20.74580625
Mar Verde	PARCELA 35	L1152	CROPS CANELA	1.591636364	1909.090909	16.92	20.74580625
Mar Verde	PARCELA 35	L1152	DOGMA	0.5005	800	1.88	20.74580625
Mar Verde	PARCELA 35	L1152	EMACTIN 5% SG	0.800666667	2000	1.88	20.74580625
Mar Verde	PARCELA 35	L1152	EMBATE 480 SL	1.43	143	1.88	20.74580625
Mar Verde	PARCELA 35	L1152	EPINGLE 10 EC	2	2000	1.88	20.74580625
Mar Verde	PARCELA 35	L1152	ESENFOL CaB ZINC	3	800	1.88	20.74580625
Mar Verde	PARCELA 35	L1152	FAST THRU	0.2634	1760	7.52	20.74580625
Mar Verde	PARCELA 35	L1152	GF-120	1.599333333	669.3333333	4.23	20.74580625
Mar Verde	PARCELA 35	L1152	GLADIADOR	1.9	1900	7.52	20.74580625
Mar Verde	PARCELA 35	L1152	HIPOCLORITO SODIO 5%	0.077842105	1747.368421	15.04	20.74580625
Mar Verde	PARCELA 35	L1152	KELPURA	3	600	1.88	20.74580625
Mar Verde	PARCELA 35	L1152	KEYLATE BORO	2	800	1.87	20.74580625
Mar Verde	PARCELA 35	L1152	LICTHOR	4	100	5.64	20.74580625
Mar Verde	PARCELA 35	L1152	MAXI COVER	0.183435897	1225.641026	34.1	20.74580625
Mar Verde	PARCELA 35	L1152	MICROCAT ZINC	0.59975	800	1.87	20.74580625
Mar Verde	PARCELA 35	L1152	POTENSIL	2	2000	5.64	20.74580625
Mar Verde	PARCELA 35	L1152	ROBUST 5 SC	3.6	600	1.88	20.74580625
Mar Verde	PARCELA 35	L1152	ROXICOP	2	1000	1.88	20.74580625
Mar Verde	PARCELA 35	L1152	SHAOLIN	0.8	1000	1.88	20.74580625
Mar Verde	PARCELA 35	L1152	TACHIGAREN	2	100	1.88	20.74580625
Mar Verde	PARCELA 35	L1153	ACAPROX	3	2000	2.14	22.05978905
Mar Verde	PARCELA 35	L1153	ACARISIL 110 SC	0.599	2000	2.15	22.05978905
Mar Verde	PARCELA 35	L1153	ACIDO FOSFORICO 85%	0.1505	2000	2.14	22.05978905
Mar Verde	PARCELA 35	L1153	ALG MARINA	3	800	1.18	22.05978905
Mar Verde	PARCELA 35	L1153	ALGASIL	1	1280	5.24	22.05978905
Mar Verde	PARCELA 35	L1153	AMINOTERRA	3	800	4.28	22.05978905
Mar Verde	PARCELA 35	L1153	ARGENFRUT	18	1800	2.14	22.05978905
Mar Verde	PARCELA 35	L1153	BAMECTIN	1.5	2000	4.28	22.05978905
Mar Verde	PARCELA 35	L1153	BIOIL-S/ENHANCE	20	2000	2.14	22.05978905
Mar Verde	PARCELA 35	L1153	BONUM	0.7	933.3333333	4.28	22.05978905
Mar Verde	PARCELA 35	L1153	CALCI-B	3	800	2.14	22.05978905
Mar Verde	PARCELA 35	L1153	CHUNGAR	1.8	1800	2.14	22.05978905
Mar Verde	PARCELA 35	L1153	CITOBLOOM 2.4	1	800	6.42	22.05978905
Mar Verde	PARCELA 35	L1153	CROPS CANELA	1.591636364	1909.090909	19.26	22.05978905
Mar Verde	PARCELA 35	L1153	DOGMA	0.5005	800	2.14	22.05978905
Mar Verde	PARCELA 35	L1153	EMACTIN 5% SG	0.800666667	2000	2.14	22.05978905
Mar Verde	PARCELA 35	L1153	EMBATE 480 SL	0.964	96.43	2.14	22.05978905
Mar Verde	PARCELA 35	L1153	EPINGLE 10 EC	2	2000	2.14	22.05978905
Mar Verde	PARCELA 35	L1153	ESENFOL CaB ZINC	3	800	2.14	22.05978905
Mar Verde	PARCELA 35	L1153	FAST THRU	0.2634	1760	8.56	22.05978905
Mar Verde	PARCELA 35	L1153	GF-120	1.6	1201.6	2.7	22.05978905
Mar Verde	PARCELA 35	L1153	GLADIADOR	1.9	1900	8.56	22.05978905
Mar Verde	PARCELA 35	L1153	HIPOCLORITO SODIO 5%	0.077842105	1747.368421	17.12	22.05978905
Mar Verde	PARCELA 35	L1153	KELPURA	3	600	2.14	22.05978905
Mar Verde	PARCELA 35	L1153	KEYLATE BORO	2	800	2.13	22.05978905
Mar Verde	PARCELA 35	L1153	LICTHOR	4	100	6.42	22.05978905
Mar Verde	PARCELA 35	L1153	MAXI COVER	0.183435897	1225.641026	38.52	22.05978905
Mar Verde	PARCELA 35	L1153	MICROCAT ZINC	0.59975	800	2.13	22.05978905
Mar Verde	PARCELA 35	L1153	POTENSIL	2	2000	6.42	22.05978905
Mar Verde	PARCELA 35	L1153	ROBUST 5 SC	3.6	600	2.14	22.05978905
Mar Verde	PARCELA 35	L1153	ROXICOP	2	1000	2.14	22.05978905
Mar Verde	PARCELA 35	L1153	SHAOLIN	0.8	1000	2.14	22.05978905
Mar Verde	PARCELA 35	L1153	TACHIGAREN	2	100	2.14	22.05978905
Mar Verde	PARCELA 35	L1154	ACAPROX	3	2000	2.34	18.9213093
Mar Verde	PARCELA 35	L1154	ACARISIL 110 SC	0.599	2000	2.16	18.9213093
Mar Verde	PARCELA 35	L1154	ACIDO FOSFORICO 85%	0.1505	2000	2.34	18.9213093
Mar Verde	PARCELA 35	L1154	ALG MARINA	3	800	1.19	18.9213093
Mar Verde	PARCELA 35	L1154	ALGASIL	1	1280	5.83	18.9213093
Mar Verde	PARCELA 35	L1154	AMINOTERRA	3	800	4.68	18.9213093
Mar Verde	PARCELA 35	L1154	ARGENFRUT	18	1800	2.34	18.9213093
Mar Verde	PARCELA 35	L1154	BAMECTIN	1.5	2000	4.68	18.9213093
Mar Verde	PARCELA 35	L1154	BIOIL-S/ENHANCE	20	2000	2.34	18.9213093
Mar Verde	PARCELA 35	L1154	BONUM	0.7	933.3333333	4.68	18.9213093
Mar Verde	PARCELA 35	L1154	CALCI-B	3	800	2.34	18.9213093
Mar Verde	PARCELA 35	L1154	CHUNGAR	1.8	1800	2.34	18.9213093
Mar Verde	PARCELA 35	L1154	CITOBLOOM 2.4	1	800	7.02	18.9213093
Mar Verde	PARCELA 35	L1154	CROPS CANELA	1.591636364	1909.090909	21.06	18.9213093
Mar Verde	PARCELA 35	L1154	DOGMA	0.5005	800	2.34	18.9213093
Mar Verde	PARCELA 35	L1154	EMACTIN 5% SG	0.800666667	2000	2.34	18.9213093
Mar Verde	PARCELA 35	L1154	EMBATE 480 SL	0.964	96.43	2.34	18.9213093
Mar Verde	PARCELA 35	L1154	EPINGLE 10 EC	2	2000	2.34	18.9213093
Mar Verde	PARCELA 35	L1154	ESENFOL CaB ZINC	3	800	2.34	18.9213093
Mar Verde	PARCELA 35	L1154	FAST THRU	0.2634	1760	9.36	18.9213093
Mar Verde	PARCELA 35	L1154	GF-120	1.600166667	669.3333333	7.04	18.9213093
Mar Verde	PARCELA 35	L1154	GLADIADOR	1.9	1900	9.36	18.9213093
Mar Verde	PARCELA 35	L1154	HIPOCLORITO SODIO 5%	0.077842105	1747.368421	18.72	18.9213093
Mar Verde	PARCELA 35	L1154	KELPURA	3	600	2.34	18.9213093
Mar Verde	PARCELA 35	L1154	KEYLATE BORO	2	800	2.33	18.9213093
Mar Verde	PARCELA 35	L1154	LICTHOR	4	100	7.02	18.9213093
Mar Verde	PARCELA 35	L1154	MAXI COVER	0.183325	1495	44.27	18.9213093
Mar Verde	PARCELA 35	L1154	MICROCAT ZINC	0.59975	800	2.33	18.9213093
Mar Verde	PARCELA 35	L1154	POTENSIL	2	2000	7.02	18.9213093
Mar Verde	PARCELA 35	L1154	ROBUST 5 SC	3.6	600	2.34	18.9213093
Mar Verde	PARCELA 35	L1154	ROXICOP	2.134	4666.666667	4.68	18.9213093
Mar Verde	PARCELA 35	L1154	SHAOLIN	0.8	1000	2.34	18.9213093
Mar Verde	PARCELA 35	L1154	TACHIGAREN	2	100	2.34	18.9213093
Mar Verde	PARCELA 35	L1155	ACAPROX	3	2000	2.34	23.15409078
Mar Verde	PARCELA 35	L1155	ACARISIL 110 SC	0.599	2000	2.17	23.15409078
Mar Verde	PARCELA 35	L1155	ACIDO FOSFORICO 85%	0.1505	2000	2.34	23.15409078
Mar Verde	PARCELA 35	L1155	ALG MARINA	3	800	1.19	23.15409078
Mar Verde	PARCELA 35	L1155	ALGASIL	1	1280	5.83	23.15409078
Mar Verde	PARCELA 35	L1155	AMINOTERRA	3	800	4.68	23.15409078
Mar Verde	PARCELA 35	L1155	ARGENFRUT	18	1800	2.34	23.15409078
Mar Verde	PARCELA 35	L1155	BAMECTIN	1.5	2000	4.68	23.15409078
Mar Verde	PARCELA 35	L1155	BIOIL-S/ENHANCE	20	2000	2.34	23.15409078
Mar Verde	PARCELA 35	L1155	BONUM	0.7	933.3333333	4.68	23.15409078
Mar Verde	PARCELA 35	L1155	CALCI-B	3	800	2.34	23.15409078
Mar Verde	PARCELA 35	L1155	CHUNGAR	1.8	1800	2.34	23.15409078
Mar Verde	PARCELA 35	L1155	CITOBLOOM 2.4	1	800	7.02	23.15409078
Mar Verde	PARCELA 35	L1155	CROPS CANELA	1.591636364	1909.090909	21.06	23.15409078
Mar Verde	PARCELA 35	L1155	DOGMA	0.5005	800	2.34	23.15409078
Mar Verde	PARCELA 35	L1155	EMACTIN 5% SG	0.800666667	2000	2.34	23.15409078
Mar Verde	PARCELA 35	L1155	EMBATE 480 SL	0.964	96.43	2.34	23.15409078
Mar Verde	PARCELA 35	L1155	EPINGLE 10 EC	2	2000	2.34	23.15409078
Mar Verde	PARCELA 35	L1155	ESENFOL CaB ZINC	3	800	2.34	23.15409078
Mar Verde	PARCELA 35	L1155	FAST THRU	0.2634	1760	9.36	23.15409078
Mar Verde	PARCELA 35	L1155	GF-120	1.607583333	1501	5.12	23.15409078
Mar Verde	PARCELA 35	L1155	GLADIADOR	1.9	1900	9.36	23.15409078
Mar Verde	PARCELA 35	L1155	HIPOCLORITO SODIO 5%	0.077842105	1747.368421	18.72	23.15409078
Mar Verde	PARCELA 35	L1155	KELPURA	3	600	2.34	23.15409078
Mar Verde	PARCELA 35	L1155	KEYLATE BORO	2	800	2.38	23.15409078
Mar Verde	PARCELA 35	L1155	LICTHOR	4	100	7.02	23.15409078
Mar Verde	PARCELA 35	L1155	MAXI COVER	0.183435897	1225.641026	41.99	23.15409078
Mar Verde	PARCELA 35	L1155	MICROCAT ZINC	0.59975	800	2.38	23.15409078
Mar Verde	PARCELA 35	L1155	POTENSIL	2	2000	7.02	23.15409078
Mar Verde	PARCELA 35	L1155	ROBUST 5 SC	3.6	600	2.34	23.15409078
Mar Verde	PARCELA 35	L1155	ROXICOP	2	1000	2.34	23.15409078
Mar Verde	PARCELA 35	L1155	SHAOLIN	0.8	1000	2.34	23.15409078
Mar Verde	PARCELA 35	L1155	TACHIGAREN	2	100	2.34	23.15409078
Mar Verde	PARCELA 35	L1156	ACAPROX	3	2000	2.23	14.96241282
Mar Verde	PARCELA 35	L1156	ACARISIL 110 SC	0.6	2000	2.23	14.96241282
Mar Verde	PARCELA 35	L1156	ALG MARINA	3	800	2.23	14.96241282
Mar Verde	PARCELA 35	L1156	ALGASIL	1	800	2.23	14.96241282
Mar Verde	PARCELA 35	L1156	AMINOTERRA	3	800	4.46	14.96241282
Mar Verde	PARCELA 35	L1156	ARGENFRUT	18	1800	2.23	14.96241282
Mar Verde	PARCELA 35	L1156	BAMECTIN	1.5	2000	4.46	14.96241282
Mar Verde	PARCELA 35	L1156	BIOIL-S/ENHANCE	20	2000	2.23	14.96241282
Mar Verde	PARCELA 35	L1156	BONUM	0.7	933.3333333	4.46	14.96241282
Mar Verde	PARCELA 35	L1156	CALCI-B	3	800	2.23	14.96241282
Mar Verde	PARCELA 35	L1156	CHUNGAR	1.8	1800	2.23	14.96241282
Mar Verde	PARCELA 35	L1156	CITOBLOOM 2.4	1	800	6.69	14.96241282
Mar Verde	PARCELA 35	L1156	CROPS CANELA	1.602619048	1914.285714	20	14.96241282
Mar Verde	PARCELA 35	L1156	DOGMA	0.5	800	2.23	14.96241282
Mar Verde	PARCELA 35	L1156	EMACTIN 5% SG	0.8	2000	2.23	14.96241282
Mar Verde	PARCELA 35	L1156	EMBATE 480 SL	0.8345	83.445	2.23	14.96241282
Mar Verde	PARCELA 35	L1156	EPINGLE 10 EC	2	2000	2.23	14.96241282
Mar Verde	PARCELA 35	L1156	ESENFOL CaB ZINC	3	800	2.23	14.96241282
Mar Verde	PARCELA 35	L1156	FAST THRU	0.26	1733.333333	8.92	14.96241282
Mar Verde	PARCELA 35	L1156	GF-120	1.59975	509.495	2.82	14.96241282
Mar Verde	PARCELA 35	L1156	GLADIADOR	1.9	1900	8.92	14.96241282
Mar Verde	PARCELA 35	L1156	HIPOCLORITO SODIO 5%	0.119894737	2694.736842	17.94	14.96241282
Mar Verde	PARCELA 35	L1156	KEYLATE BORO	2	800	2.23	14.96241282
Mar Verde	PARCELA 35	L1156	LICTHOR	4	100	6.69	14.96241282
Mar Verde	PARCELA 35	L1156	MAXI COVER	0.190969697	1272.727273	37.91	14.96241282
Mar Verde	PARCELA 35	L1156	MICROCAT ZINC	0.6	800	2.23	14.96241282
Mar Verde	PARCELA 35	L1156	POTENSIL	2	2000	6.69	14.96241282
Mar Verde	PARCELA 35	L1156	ROXICOP	2	1000	2.23	14.96241282
Mar Verde	PARCELA 35	L1156	SHAOLIN	0.8	1000	2.23	14.96241282
Mar Verde	PARCELA 35	L1156	TACHIGAREN	2	100	2.23	14.96241282
Mar Verde	PARCELA 35	L1157	ACAPROX	3	2000	2.02	21.19678736
Mar Verde	PARCELA 35	L1157	ACARISIL 110 SC	0.6	2000	2.02	21.19678736
Mar Verde	PARCELA 35	L1157	ALG MARINA	3	800	2.02	21.19678736
Mar Verde	PARCELA 35	L1157	ALGASIL	1	800	2.02	21.19678736
Mar Verde	PARCELA 35	L1157	AMINOTERRA	3	800	4.04	21.19678736
Mar Verde	PARCELA 35	L1157	ARGENFRUT	18	1800	2.02	21.19678736
Mar Verde	PARCELA 35	L1157	BAMECTIN	1.5	2000	4.04	21.19678736
Mar Verde	PARCELA 35	L1157	BIOIL-S/ENHANCE	20	2000	2.02	21.19678736
Mar Verde	PARCELA 35	L1157	BONUM	0.7	933.3333333	4.04	21.19678736
Mar Verde	PARCELA 35	L1157	CALCI-B	3	800	2.02	21.19678736
Mar Verde	PARCELA 35	L1157	CHUNGAR	1.8	1800	2.02	21.19678736
Mar Verde	PARCELA 35	L1157	CITOBLOOM 2.4	1	800	6.06	21.19678736
Mar Verde	PARCELA 35	L1157	CROPS CANELA	1.602619048	1914.285714	18.11	21.19678736
Mar Verde	PARCELA 35	L1157	DOGMA	0.5	800	2.02	21.19678736
Mar Verde	PARCELA 35	L1157	EMACTIN 5% SG	0.8	2000	2.02	21.19678736
Mar Verde	PARCELA 35	L1157	EMBATE 480 SL	0.8345	83.445	2.02	21.19678736
Mar Verde	PARCELA 35	L1157	EPINGLE 10 EC	2	2000	2.02	21.19678736
Mar Verde	PARCELA 35	L1157	ESENFOL CaB ZINC	3	800	2.02	21.19678736
Mar Verde	PARCELA 35	L1157	FAST THRU	0.26	1733.333333	8.08	21.19678736
Mar Verde	PARCELA 35	L1157	GF-120	1.59975	509.495	2.54	21.19678736
Mar Verde	PARCELA 35	L1157	GLADIADOR	1.911111111	1911.111111	8.08	21.19678736
Mar Verde	PARCELA 35	L1157	HIPOCLORITO SODIO 5%	0.119894737	2694.736842	16.26	21.19678736
Mar Verde	PARCELA 35	L1157	KELPURA	3	600	2.02	21.19678736
Mar Verde	PARCELA 35	L1157	KEYLATE BORO	2	800	2.02	21.19678736
Mar Verde	PARCELA 35	L1157	LICTHOR	4	100	6.06	21.19678736
Mar Verde	PARCELA 35	L1157	MAXI COVER	0.1852	1234.285714	36.36	21.19678736
Mar Verde	PARCELA 35	L1157	MICROCAT ZINC	0.6	800	2.02	21.19678736
Mar Verde	PARCELA 35	L1157	POTENSIL	2	2000	6.06	21.19678736
